ID,latitude,longitude,State,Median.electricity.bill.by.State,Habitual.electricity.bill.by.State,O,C,E,A,N,Exploratory.Tasks,Challenges,Social.Competition,Social.Network,Unlockable.Content
8372,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.9,0.64,0.5,0.52,0.38,Yes,No,No,No,No
8373,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.5,0.4,0.88,0.74,No,No,No,Yes,Yes
8374,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.6,0.56,0.74,0.72,0.5,No,No,Yes,Yes,No
8375,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.92,0.96,0.7,0.66,0.84,Yes,Yes,Yes,No,Yes
8376,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.64,0.52,0.84,0.74,Yes,No,No,Yes,Yes
8377,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,1,0.78,0.88,0.52,0.82,Yes,Yes,Yes,No,Yes
8378,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.38,0.6,0.9,0.7,Yes,No,No,Yes,Yes
8379,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.68,0.32,0.72,0.72,Yes,No,No,Yes,Yes
8380,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.9,0.68,0.64,0.86,0.64,Yes,No,No,Yes,No
8381,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.58,0.36,0.78,0.74,Yes,No,No,Yes,Yes
8382,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.66,0.76,0.9,0.56,Yes,No,Yes,Yes,No
8383,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.5,0.4,0.46,0.46,Yes,No,No,No,No
8384,19.4,-99.16, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.52,0.78,0.92,0.92,Yes,No,Yes,Yes,Yes
8385,20.6,-89.21, Yucatan,233,129.5-491.25 $ MXN,0.76,0.64,0.38,0.68,0.38,Yes,No,No,No,No
8386,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.9,0.66,0.36,1,0.36,Yes,No,No,Yes,No
8387,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.62,0.6,0.58,0.82,Yes,No,No,No,Yes
8388,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.88,0.56,0.68,0.7,0.8,Yes,No,No,Yes,Yes
8389,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.86,0.52,0.74,0.26,Yes,Yes,No,Yes,No
8390,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.8,0.64,0.74,0.8,0.84,Yes,No,Yes,Yes,Yes
8391,19.34,-99.15, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.78,0.66,0.68,0.6,Yes,Yes,No,No,No
8392,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.86,0.62,0.76,0.5,Yes,Yes,No,Yes,No
8393,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.84,0.72,0.9,0.42,Yes,Yes,Yes,Yes,No
8394,19.29,-99.67, Estado de Mexico,143,63.5-249.5 $ MXN,0.9,0.58,0.84,0.84,0.48,Yes,No,Yes,Yes,No
8395,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.44,0.58,0.72,0.68,Yes,No,No,Yes,No
8396,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.64,0.54,0.68,0.74,Yes,No,No,No,Yes
8397,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.68,0.68,0.68,0.44,Yes,No,No,No,No
8398,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.8,0.92,0.86,0.28,Yes,Yes,Yes,Yes,No
8399,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.84,0.88,0.84,0.22,Yes,Yes,Yes,Yes,No
8400,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.9,0.94,0.9,0.2,Yes,Yes,Yes,Yes,No
8401,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.82,0.94,1,0.54,Yes,Yes,Yes,Yes,No
8402,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.8,0.56,0.68,0.98,0.64,Yes,No,No,Yes,No
8403,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.6,0.7,0.74,0.54,Yes,No,Yes,Yes,No
8404,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.52,0.64,0.98,0.86,Yes,No,No,Yes,Yes
8405,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.86,0.9,0.52,0.84,0.4,Yes,Yes,No,Yes,No
8406,20.75,-87.2, Quintana Roo,210,146-300 $ MXN,0.52,0.84,0.44,0.84,0.48,No,Yes,No,Yes,No
8407,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.76,0.52,0.76,0.52,Yes,Yes,No,Yes,No
8408,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.84,0.38,0.58,0.58,Yes,Yes,No,No,No
8409,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.66,0.56,0.74,0.72,Yes,No,No,Yes,Yes
8410,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.78,0.5,0.94,0.78,No,Yes,No,Yes,Yes
8412,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.68,0.7,0.64,0.56,Yes,No,Yes,No,No
8413,29.07,-110.97, Sonora,240,147-488.75 $ MXN,0.64,0.58,0.56,0.66,0.7,No,No,No,No,Yes
8414,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.82,0.84,0.62,0.92,0.46,Yes,Yes,No,Yes,No
8415,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.66,0.78,0.64,0.64,Yes,No,Yes,No,No
8416,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.7,0.26,0.56,0.7,Yes,Yes,No,No,Yes
8417,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.84,0.48,0.6,0.44,No,Yes,No,No,No
8418,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.7,0.58,0.66,0.44,Yes,Yes,No,No,No
8419,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.7,0.56,0.58,0.62,Yes,Yes,No,No,No
8420,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.48,0.5,0.6,0.62,Yes,No,No,No,No
8421,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.58,0.48,0.76,0.74,Yes,No,No,Yes,Yes
8422,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.84,0.78,0.64,0.8,0.44,Yes,Yes,No,Yes,No
8423,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.54,0.76,0.7,0.72,0.5,No,Yes,Yes,Yes,No
8424,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.84,0.48,0.74,0.5,Yes,Yes,No,Yes,No
8425,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.54,0.68,0.72,0.76,Yes,No,No,Yes,Yes
8426,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.46,0.8,0.62,0.34,Yes,No,Yes,No,No
8427,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.6,0.42,0.78,0.72,No,No,No,Yes,Yes
8428,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.9,0.44,0.76,0.44,Yes,Yes,No,Yes,No
8429,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.66,0.3,0.7,0.44,Yes,No,No,Yes,No
8430,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,1,0.38,0.38,0.9,0.56,Yes,No,No,Yes,No
8431,17.88,-91.47, Tabasco,250,148.75-420.5 $ MXN,0.92,0.46,0.62,0.6,0.86,Yes,No,No,No,Yes
8432,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.86,0.76,0.56,0.9,0.5,Yes,Yes,No,Yes,No
8433,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.62,0.72,0.3,0.74,0.7,No,Yes,No,Yes,Yes
8434,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.92,0.74,0.66,0.88,0.6,Yes,Yes,No,Yes,No
8435,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.74,0.52,0.88,0.64,Yes,Yes,No,Yes,No
8436,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.88,0.8,0.6,0.5,Yes,Yes,Yes,No,No
8437,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.94,0.64,0.6,0.78,0.64,Yes,No,No,Yes,No
8438,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.56,0.6,0.44,0.6,0.82,No,No,No,No,Yes
8439,22.88,-102.62, Zacatecas,103.5,59.25-145 $ MXN,0.86,0.78,0.6,0.64,0.4,Yes,Yes,No,No,No
8440,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.56,0.68,0.86,0.54,Yes,No,No,Yes,No
8441,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.4,0.54,0.8,0.5,Yes,No,No,Yes,No
8442,21.88,-102.3, Aguascalientes,151.5,108-224.5 $ MXN,0.74,0.74,0.46,0.76,0.56,Yes,Yes,No,Yes,No
8444,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.96,0.7,0.26,0.88,0.82,Yes,Yes,No,Yes,Yes
8445,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.54,0.78,0.2,0.44,0.82,No,Yes,No,No,Yes
8446,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.42,0.36,0.76,0.66,Yes,No,No,Yes,No
8447,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.72,0.82,0.42,0.74,Yes,Yes,Yes,No,Yes
8448,25.55,-103.43, Coahuila,220,127.5-325 $ MXN,0.96,0.4,0.8,0.86,0.56,Yes,No,Yes,Yes,No
8449,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.76,0.82,0.68,0.36,Yes,Yes,Yes,No,No
8450,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.44,0.72,0.94,0.62,Yes,No,Yes,Yes,No
8452,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.84,0.28,0.64,0.7,Yes,Yes,No,No,Yes
8453,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.72,0.78,0.68,0.74,Yes,Yes,Yes,No,Yes
8454,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.68,0.64,0.88,0.6,Yes,No,No,Yes,No
8455,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.92,0.78,0.3,0.86,0.64,Yes,Yes,No,Yes,No
8456,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.88,0.36,0.52,0.82,0.52,Yes,No,No,Yes,No
8457,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.82,0.82,0.68,0.88,0.34,Yes,Yes,No,Yes,No
8458,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.56,0.64,0.86,0.58,Yes,No,No,Yes,No
8459,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.52,0.58,0.56,0.78,Yes,No,No,No,Yes
8460,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.38,0.64,0.7,0.86,Yes,No,No,Yes,Yes
8461,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.5,0.56,0.38,0.54,Yes,No,No,No,No
8462,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.64,0.92,0.94,0.36,Yes,No,Yes,Yes,No
8463,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.7,0.8,0.28,0.66,0.76,Yes,Yes,No,No,Yes
8464,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.56,0.7,1,0.36,Yes,No,Yes,Yes,No
8465,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.86,0.56,0.34,0.86,0.5,Yes,No,No,Yes,No
8466,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.74,0.56,0.42,0.78,0.68,Yes,No,No,Yes,No
8467,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.56,0.78,0.82,0.84,Yes,No,Yes,Yes,Yes
8468,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.92,0.48,0.84,0.9,0.52,Yes,No,Yes,Yes,No
8469,19.03,-100.06, Estado de Mexico,143,63.5-249.5 $ MXN,0.82,0.74,0.66,0.86,0.72,Yes,Yes,No,Yes,Yes
8470,32.37,-116.02, Baja California,267,197.5-400 $ MXN,0.9,0.82,0.36,0.26,0.38,Yes,Yes,No,No,No
8471,17.88,-91.47, Tabasco,250,148.75-420.5 $ MXN,0.8,0.3,0.56,0.58,0.76,Yes,No,No,No,Yes
8472,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.78,0.7,0.72,0.46,Yes,Yes,Yes,Yes,No
8473,19.36,-99.19, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.46,0.44,0.84,0.86,Yes,No,No,Yes,Yes
8474,19.36,-99.19, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.36,0.34,0.88,0.82,No,No,No,Yes,Yes
8475,19.36,-99.19, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.3,0.36,0.88,0.9,Yes,No,No,Yes,Yes
8476,19.36,-99.19, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.28,0.3,0.78,0.9,Yes,No,No,Yes,Yes
8477,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.56,0.74,0.82,0.58,Yes,No,Yes,Yes,No
8478,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.58,0.52,0.7,0.82,Yes,No,No,Yes,Yes
8479,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.6,0.44,0.72,0.76,Yes,No,No,Yes,Yes
8481,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.76,0.38,0.64,0.88,0.74,Yes,No,No,Yes,Yes
8482,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.54,0.3,0.84,0.88,No,No,No,Yes,Yes
8483,27.88,-101.52, Coahuila,220,127.5-325 $ MXN,0.92,0.38,0.58,0.88,0.98,Yes,No,No,Yes,Yes
8484,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.44,0.3,0.48,0.86,Yes,No,No,No,Yes
8486,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.58,0.36,0.68,0.56,Yes,No,No,No,No
8487,31.73,-106.48, Chihuahua,215,159-331.5 $ MXN,0.64,0.66,0.82,0.8,0.38,No,No,Yes,Yes,No
8489,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.56,0.42,0.86,0.7,Yes,No,No,Yes,Yes
8490,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.52,0.62,0.8,0.84,Yes,No,No,Yes,Yes
8491,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.8,0.44,0.74,0.5,Yes,Yes,No,Yes,No
8492,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.58,0.54,0.78,0.4,Yes,No,No,Yes,No
8493,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.74,0.4,0.66,0.48,Yes,Yes,No,No,No
8494,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.54,0.66,0.86,0.8,Yes,No,No,Yes,Yes
8495,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.58,0.7,0.84,0.46,Yes,No,Yes,Yes,No
8496,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.54,0.38,0.52,0.68,Yes,No,No,No,No
8497,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.62,0.24,0.38,0.92,Yes,No,No,No,Yes
8498,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.7,0.34,0.58,0.34,Yes,Yes,No,No,No
8499,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.78,0.26,0.46,0.78,Yes,Yes,No,No,Yes
8500,19.29,-99.67, Estado de Mexico,143,63.5-249.5 $ MXN,0.86,0.58,0.6,0.96,0.66,Yes,No,No,Yes,No
8501,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.86,0.74,0.4,0.78,0.68,Yes,Yes,No,Yes,No
8502,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.76,0.7,0.82,0.48,Yes,Yes,Yes,Yes,No
8503,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.72,0.74,0.62,0.36,Yes,Yes,Yes,No,No
8504,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.58,0.68,0.66,0.34,0.74,No,No,No,No,Yes
8505,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.64,0.66,0.58,0.46,Yes,No,No,No,No
8506,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.84,0.6,0.46,0.54,Yes,Yes,No,No,No
8507,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.96,0.66,0.8,0.68,0.76,Yes,No,Yes,No,Yes
8508,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.72,0.3,0.62,0.86,Yes,Yes,No,No,Yes
8509,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.46,0.34,0.84,0.9,No,No,No,Yes,Yes
8510,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.74,0.6,0.72,0.74,0.68,Yes,No,Yes,Yes,No
8511,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.74,0.66,0.38,0.76,0.68,Yes,No,No,Yes,No
8512,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.86,0.5,0.6,0.66,Yes,Yes,No,No,No
8513,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.88,0.88,0.8,0.7,0.62,Yes,Yes,Yes,Yes,No
8514,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.64,0.52,0.84,0.48,Yes,No,No,Yes,No
8515,25.55,-100.2, Nuevo Leon,284,150-323 $ MXN,0.86,0.82,0.4,0.76,0.7,Yes,Yes,No,Yes,Yes
8516,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.82,0.76,0.84,0.6,0.44,Yes,Yes,Yes,No,No
8517,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.76,0.9,0.78,0.68,0.3,Yes,Yes,Yes,No,No
8518,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.62,0.66,0.46,0.84,0.44,No,No,No,Yes,No
8519,17.88,-91.47, Tabasco,250,148.75-420.5 $ MXN,0.88,0.8,0.92,0.88,0.36,Yes,Yes,Yes,Yes,No
8520,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.62,0.28,0.7,0.7,Yes,No,No,Yes,Yes
8521,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.98,0.8,0.28,0.76,0.88,Yes,Yes,No,Yes,Yes
8522,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.56,0.22,0.7,0.92,Yes,No,No,Yes,Yes
8523,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.64,0.42,0.86,0.72,Yes,No,No,Yes,Yes
8524,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.54,0.78,0.92,0.4,Yes,No,Yes,Yes,No
8525,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.66,0.62,0.62,0.94,Yes,No,No,No,Yes
8526,29.08,-111.03, Sonora,240,147-488.75 $ MXN,0.64,0.86,0.8,0.72,0.78,No,Yes,Yes,Yes,Yes
8527,29.08,-111.03, Sonora,240,147-488.75 $ MXN,1,0.84,1,0.92,0.8,Yes,Yes,Yes,Yes,Yes
8528,20.93,-89.44, Yucatan,233,129.5-491.25 $ MXN,0.94,0.4,0.5,0.74,0.6,Yes,No,No,Yes,No
8529,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.84,0.76,0.9,0.86,0.52,Yes,Yes,Yes,Yes,No
8530,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.94,0.96,0.88,0.94,0.72,Yes,Yes,Yes,Yes,Yes
8532,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.4,0.46,0.74,0.78,No,No,No,Yes,Yes
8533,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.56,0.38,0.68,0.68,Yes,No,No,No,No
8534,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.44,0.76,0.88,0.88,Yes,No,Yes,Yes,Yes
8535,32.45,-116.9, Baja California,267,197.5-400 $ MXN,0.76,0.86,0.54,0.5,0.56,Yes,Yes,No,No,No
8536,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.5,0.36,0.72,0.76,Yes,No,No,Yes,Yes
8537,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.7,0.66,0.74,0.66,Yes,Yes,No,Yes,No
8538,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.64,0.32,0.66,0.82,No,No,No,No,Yes
8539,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.54,0.46,0.6,0.58,Yes,No,No,No,No
8540,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.8,0.88,0.66,0.64,0.74,Yes,Yes,No,No,Yes
8541,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.64,0.28,0.66,0.42,Yes,No,No,No,No
8542,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.46,0.78,0.94,0.62,Yes,No,Yes,Yes,No
8543,32.46,-114.78, Sonora,240,147-488.75 $ MXN,0.92,0.82,0.52,0.72,0.7,Yes,Yes,No,Yes,Yes
8545,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.9,0.56,0.36,0.52,0.64,Yes,No,No,No,No
8546,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.64,0.5,1,0.58,Yes,No,No,Yes,No
8547,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.58,0.68,0.66,0.46,Yes,No,No,No,No
8548,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.46,0.46,0.58,0.5,Yes,No,No,No,No
8549,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.5,0.32,0.72,0.86,Yes,No,No,Yes,Yes
8550,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.82,0.72,0.68,0.42,No,Yes,Yes,No,No
8551,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.64,0.3,0.84,0.66,Yes,No,No,Yes,No
8552,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.98,0.5,0.48,0.78,0.76,Yes,No,No,Yes,Yes
8553,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.66,0.74,0.72,0.42,Yes,No,Yes,Yes,No
8554,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.84,0.5,0.58,0.32,Yes,Yes,No,No,No
8555,17.88,-91.47, Tabasco,250,148.75-420.5 $ MXN,0.96,0.56,0.5,0.98,0.32,Yes,No,No,Yes,No
8556,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.9,0.52,0.6,0.76,Yes,Yes,No,No,Yes
8557,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.92,0.76,0.8,0.8,0.46,Yes,Yes,Yes,Yes,No
8558,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.68,0.72,0.66,0.62,Yes,No,Yes,No,No
8559,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.82,0.48,0.78,0.68,Yes,Yes,No,Yes,No
8560,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.72,0.32,0.66,0.82,No,Yes,No,No,Yes
8561,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.64,0.66,0.76,0.76,Yes,No,No,Yes,Yes
8562,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.42,0.58,0.32,0.66,0.96,No,No,No,No,Yes
8563,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.72,0.56,0.66,0.9,Yes,Yes,No,No,Yes
8564,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.88,0.8,0.48,0.98,0.74,Yes,Yes,No,Yes,Yes
8565,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.94,0.6,0.48,0.68,0.5,Yes,No,No,No,No
8566,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.6,0.52,0.8,0.78,Yes,No,No,Yes,Yes
8567,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.76,0.76,0.7,0.28,Yes,Yes,Yes,Yes,No
8568,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.52,0.76,0.52,0.72,0.72,No,Yes,No,Yes,Yes
8569,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.84,0.8,0.5,0.42,0.84,Yes,Yes,No,No,Yes
8570,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.76,0.48,0.36,0.38,0.72,Yes,No,No,No,Yes
8571,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.68,0.56,0.8,0.8,Yes,No,No,Yes,Yes
8572,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.82,0.62,0.66,0.62,Yes,Yes,No,No,No
8573,17.88,-91.47, Tabasco,250,148.75-420.5 $ MXN,0.66,0.84,0.6,0.58,0.7,No,Yes,No,No,Yes
8574,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.98,0.54,0.3,0.66,0.8,Yes,No,No,No,Yes
8575,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.52,0.68,0.64,1,0.92,No,No,No,Yes,Yes
8576,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.78,0.76,0.88,0.24,Yes,Yes,Yes,Yes,No
